@relation ant-1.6.1

@attribute PageRank numeric
@attribute isImportant numeric

@data
0.004298,0
0.004449,0
0.016842,0
0.068473,0
0.006133,0
0.000439,0
0.011346,0
0.000734,0
0.000323,0
0.000328,0
0.000328,0
0.002372,0
0.00049,0
0.000612,0
0.000576,0
0.002835,0
0.001425,0
0.001473,0
0.000349,0
0.000318,0
0.000349,0
0.000349,0
0.000349,0
0.0004,0
0.000349,0
0.000349,0
0.000349,0
0.000318,0
0.000349,0
0.000349,0
0.000349,0
0.000349,0
0.000349,0
0.000393,0
0.008627,0
0.000318,0
0.00603,0
0.024079,1
0.000318,1
0.000815,0
0.002733,0
0.003583,0
0.000403,0
0.000318,0
0.004117,1
0.000353,0
0.000318,0
0.000408,0
0.001668,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.062807,0
0.000318,0
0.000411,0
0.000318,0
0.002027,0
0.100395,1
0.029388,0
0.004761,0
0.012405,0
0.016609,1
0.027356,1
0.048764,1
0.00092,0
0.001916,0
0.000951,0
0.000596,0
0.000369,0
0.000747,0
0.000318,0
0.000365,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000365,0
0.000318,0
0.000417,0
0.000325,0
0.001048,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000365,0
0.003023,0
0.001023,0
0.000365,0
0.000365,0
0.000365,0
0.000365,0
0.000365,0
0.000365,0
0.000365,0
0.000365,0
0.000365,0
0.000365,0
0.001907,0
0.000365,0
0.000318,0
0.000542,0
0.000318,0
0.000318,0
0.000318,0
0.000535,0
0.000318,0
0.000323,0
0.001021,0
0.000318,0
0.000413,0
0.00034,0
0.000328,0
0.001261,0
0.000347,0
0.000328,0
0.000318,0
0.000318,0
0.000504,0
0.001169,0
0.000323,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000744,0
0.00075,0
0.000632,0
0.000742,0
0.000318,0
0.000498,0
0.000318,0
0.000336,0
0.00112,0
0.002857,0
0.000385,0
0.00082,0
0.002905,0
0.000665,0
0.000318,0
0.000369,0
0.000318,0
0.000318,0
0.000318,0
0.000387,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000422,0
0.001885,0
0.001006,0
0.000318,0
0.000378,0
0.000318,0
0.000386,0
0.000318,0
0.000318,0
0.000318,0
0.000786,0
0.000593,0
0.000436,0
0.000318,0
0.000549,0
0.000663,0
0.000318,0
0.001035,0
0.000332,0
0.000318,0
0.000318,0
0.000318,0
0.000953,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000772,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.001219,0
0.000322,0
0.001171,0
0.000558,0
0.000474,0
0.002438,0
0.005368,0
0.004817,0
0.013355,0
0.001226,0
0.001784,0
0.001226,0
0.001226,0
0.001784,0
0.001226,0
0.001784,0
0.002736,0
0.001226,0
0.002619,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000461,0
0.00067,0
0.000354,0
0.00041,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.001629,0
0.000318,0
0.000318,0
0.000318,0
0.000328,0
0.000332,0
0.000318,0
0.000318,0
0.000628,0
0.000318,0
0.000318,0
0.000388,0
0.000409,0
0.001254,0
0.000335,0
0.000328,0
0.000411,0
0.000318,0
0.000328,0
0.000328,0
0.000439,0
0.000328,0
0.000328,0
0.000318,0
0.000318,0
0.000318,0
0.0008,0
0.001166,0
0.001216,0
0.000506,0
0.000491,0
0.00043,0
0.000409,0
0.000357,0
0.000706,0
0.000318,0
0.000318,0
0.000318,0
0.000367,0
0.000361,0
0.000326,0
0.000326,0
0.000326,0
0.000433,0
0.000318,0
0.000318,0
0.000395,0
0.000344,0
0.000787,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000588,0
0.000318,0
0.000318,0
0.000438,0
0.000702,0
0.000397,0
0.000559,0
0.000948,0
0.001418,0
0.00034,0
0.000318,0
0.000825,0
0.000669,0
0.0006,0
0.000449,0
0.001177,0
0.000449,0
0.000354,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000386,0
0.000318,0
0.000557,0
0.000318,0
0.000433,0
0.000352,0
0.000468,0
0.000326,0
0.000318,0
0.000675,0
0.001107,0
0.000318,0
0.000318,0
0.000875,0
0.000318,0
0.001012,0
0.000322,0
0.000318,0
0.000318,0
0.000328,0
0.000331,0
0.001631,0
0.000993,0
0.000318,0
0.002227,0
0.000423,0
0.000397,0
0.001696,0
0.000324,0
0.000318,0
0.000318,0
0.000838,0
0.00036,0
0.000318,0
0.000318,0
0.000509,0
0.00037,0
0.000353,0
0.000328,0
0.000318,0
0.000318,0
0.000473,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000426,0
0.000318,0
0.002931,0
0.000318,0
0.000318,0
0.000318,0
0.000318,0
0.000535,0
0.00098,0
0.000601,0
0.000318,0
0.000318,0
0.000318,0
