@relation jmeter-2.0.1

@attribute PageRank numeric
@attribute isImportant numeric

@data
0.001899,0
0.003701,0
0.000923,0
0.00545,0
0.009543,0
0.003961,0
0.001935,0
0.001511,0
0.004334,0
0.003361,0
0.005276,0
0.002859,0
0.004522,0
0.006586,0
0.00145,0
0.002526,0
0.001765,0
0.003289,0
0.005465,1
0.002762,0
0.002459,0
0.003236,0
0.000943,0
0.00071,0
0.0014,0
0.003918,0
0.001537,0
0.003574,0
0.00182,0
0.00472,1
0.001103,0
0.00071,0
0.002854,0
0.003251,0
0.002512,0
0.007273,0
0.001344,0
0.000864,0
0.004524,0
0.008388,0
0.000992,0
0.002458,0
0.001465,0
0.010119,0
0.002963,0
0.005129,0
0.001952,0
0.002963,0
0.005058,0
0.001769,0
0.001877,0
0.002183,0
0.00321,0
0.003912,0
0.00195,0
0.00071,0
0.00071,0
0.01751,0
0.001467,0
0.003468,1
0.010825,0
0.002236,0
0.002333,0
0.002271,0
0.001087,0
0.002545,0
0.002011,0
0.003019,0
0.005242,0
0.002642,0
0.000989,0
0.001532,0
0.002637,0
0.002703,0
0.002338,0
0.002374,0
0.00071,0
0.002924,0
0.003815,0
0.001797,0
0.001665,0
0.004862,0
0.002745,0
0.00409,0
0.001708,0
0.00361,0
0.001513,0
0.038125,0
0.001389,0
0.009897,1
0.006317,0
0.005463,0
0.00199,0
0.001241,0
0.009471,0
0.009237,1
0.016315,0
0.000861,0
0.001535,0
0.004192,0
0.003713,0
0.001564,0
0.002854,0
0.001709,0
0.00071,0
0.012499,0
0.012453,0
0.002491,0
0.001372,0
0.002411,0
0.00071,0
0.00071,0
0.004044,0
0.00953,0
0.0093,0
0.002202,0
0.001473,0
0.001034,0
0.002317,0
0.002832,0
0.00143,0
0.000923,0
0.001135,0
0.001159,0
0.001034,0
0.00298,0
0.001193,0
0.00071,0
0.00255,0
0.002203,0
0.001715,0
0.003355,0
0.008272,0
0.003476,0
0.004712,0
0.00071,0
0.001257,0
0.001872,0
0.004587,0
0.000923,0
0.001024,0
0.004331,0
0.005709,0
0.003542,0
0.002823,0
0.00266,0
0.009315,0
0.004043,0
0.007602,1
0.020109,1
0.000874,0
0.017451,0
0.001037,0
0.003407,0
0.001456,0
0.001095,0
0.003965,0
0.001151,0
0.00162,0
0.006221,0
0.001745,0
0.001151,0
0.006053,0
0.003343,0
0.006682,0
0.00071,0
0.03364,0
0.002093,0
0.004053,0
0.014047,0
0.003429,0
0.007079,0
0.003191,0
0.003015,0
0.003065,0
0.003549,0
0.030021,0
0.003454,0
0.004835,0
0.006445,0
0.002804,0
0.003418,0
0.012591,0
0.011664,0
0.001433,0
0.010671,0
0.006116,0
0.040727,1
0.003318,0
0.003583,1
0.004857,1
0.001109,0
0.00125,0
0.012556,0
0.009737,0
0.003301,0
0.014434,1
0.001353,0
0.005873,0
0.001777,0
0.000782,0
0.006118,0
0.005979,1
0.009258,1
0.000923,0
0.001135,0
0.001202,0
0.00071,0
0.038646,0
0.00071,0
0.001357,0
0.001146,0
0.004104,0
0.001146,0
0.002191,0
0.002438,0
0.00071,0
0.001501,0
0.006944,0
0.001113,0
0.005322,0
0.00071,0
0.003768,0
0.001976,0
