PageRank,isImportant
0.003478554,0
0.002141974,0
0.00804052,0
0.037145989,0
0.0016268,0
0.000698653,0
0.003580076,0
0.001708781,0
0.000372844,0
0.000400661,0
0.000364369,0
0.006299486,0
0.000400805,0
0.000624446,0
0.000576344,0
0.004305064,0
0.003485706,0
0.001920095,0
0.000600027,0
0.000971328,0
0.000665766,0
0.000754929,0
0.00099445,0
0.001066679,0
0.001095666,0
0.000838805,0
0.001075336,0
0.000231839,0
0.000555939,0
0.000794717,0
0.000882893,0
0.000794717,0
0.00099445,0
0.001436609,0
0.001643235,0
0.000231839,0
0.001114977,0
0.001428354,1
0.000820986,1
0.001331003,0
0.00097546,0
0.002140295,0
0.000742921,0
0.001037415,0
0.002296294,1
0.000419048,0
0.001625335,0
0.000692351,0
0.00121106,0
0.000272754,0
0.001535499,0
0.001247059,0
0.00149282,0
0.000554732,0
0.001450891,0
0.000231839,0
0.00238899,0
0.00046737,0
0.000483957,0
0.032091989,1
0.025127864,0
0.00223661,0
0.001929032,0
0.002389973,1
0.004295997,1
0.050056452,1
0.000756283,0
0.000697978,0
0.003370829,0
0.003824287,0
0.000991589,0
0.001027327,0
0.000789032,0
0.002154415,0
0.000431262,0
0.000572338,0
0.000590188,0
0.000481609,0
0.000930599,0
0.001300262,0
0.001373271,0
0.000478624,0
0.000617329,0
0.004468704,0
0.000794565,0
0.00039539,0
0.000337317,0
0.000430398,0
0.001297566,0
0.000814747,0
0.000767492,0
0.000387381,0
0.001153433,0
0.000543561,0
0.002511091,0
0.002166786,0
0.000442639,0
0.000442639,0
0.000501013,0
0.000542797,0
0.000492718,0
0.000742579,0
0.000540395,0
0.000492718,0
0.000646467,0
0.000543561,0
0.00146266,0
0.000544977,0
0.000587861,0
0.002674151,0
0.000624088,0
0.000581319,0
0.000263675,0
0.000820575,0
0.001898345,0
0.001095522,0
0.001771138,0
0.001333598,0
0.000631161,0
0.000415941,0
0.000480328,0
0.000710911,0
0.000588678,0
0.000711705,0
0.00043224,0
0.000399439,0
0.000784881,0
0.002068652,0
0.00162525,0
0.000538224,0
0.001157705,0
0.000431262,0
0.000588989,0
0.000405072,0
0.00126239,0
0.003018914,0
0.001727602,0
0.001318702,0
0.000832854,0
0.001292679,0
0.000306831,0
0.001047307,0
0.004530341,0
0.00762801,0
0.001553632,0
0.002891772,0
0.002193302,0
0.001280079,0
0.000546097,0
0.001280898,0
0.000489361,0
0.001080546,0
0.00073627,0
0.000976937,0
0.00034964,0
0.000330799,0
0.001020221,0
0.000887632,0
0.002235884,0
0.007918357,0
0.004362731,0
0.005501347,0
0.00144057,0
0.000509139,0
0.000540999,0
0.000353474,0
0.000778338,0
0.000723132,0
0.001270451,0
0.00112392,0
0.001763803,0
0.001797378,0
0.001375434,0
0.000646182,0
0.00093506,0
0.00459726,0
0.000556837,0
0.001098429,0
0.001724259,0
0.001803399,0
0.001515454,0
0.000326727,0
0.000326727,0
0.000308058,0
0.001198564,0
0.000627057,0
0.001403031,0
0.000967654,0
0.001403468,0
0.000970298,0
0.001193867,0
0.000932486,0
0.000904094,0
0.001090213,0
0.00107962,0
0.000923086,0
0.000907931,0
0.000755787,0
0.000853772,0
0.000983551,0
0.003599583,0
0.000482014,0
0.001854123,0
0.00068273,0
0.000458107,0
0.001661384,0
0.003760617,0
0.003988095,0
0.005109799,0
0.000849802,0
0.001344512,0
0.000849802,0
0.000849802,0
0.001344512,0
0.000849802,0
0.001344512,0
0.001862132,0
0.00113518,0
0.001244721,0
0.001790062,0
0.000508631,0
0.000508631,0
0.000560832,0
0.000889332,0
0.001907643,0
0.000513992,0
