PageRank,isImportant
0.005096514,1
0.009807982,1
0.040037503,1
0.179447871,1
0.007158059,1
0.009667456,1
0.00579657,1
0.013276852,1
0.020502164,1
0.008939178,1
0.009816689,1
0.005096514,0
0.008219328,0
0.015061373,0
0.053796703,0
0.097069519,0
0.010094833,0
0.025792034,0
0.010057966,0
0.008517286,0
0.005594526,0
0.006425028,0
0.026397469,0
0.039735109,0
0.003923004,0
0.048108997,0
0.00501439,0
0.033979965,0
0.021803409,0
0.023873186,0
0.035456686,0
0.006798322,0
0.004224374,0
0.003051882,0
0.009735412,0
0.006244924,0
0.004224374,0
0.006196823,0
0.012813358,0
0.040536243,0
0.016810271,0
0.009032546,0
0.026242471,0
0.014204932,0
0.005096514,0
0.007690779,0
0.00481062,0
0.005096514,0
0.008075939,0
0.015549536,0
